username,post,likes,type,captions,date,time,engagement_rate,avg_engagement_rate
habiba.gadalla,https://www.instagram.com/p/CcYUXUIsfmP/,971,carousel,Exhausted but having fun 🎥,2022-04-15,17:24:13,4.783251231527093,5.444088669950739
habiba.gadalla,https://www.instagram.com/p/CcVrHodB3Io/,1015,clip,1:25 day.2,2022-04-14,16:45:31,5.0,5.444088669950739
habiba.gadalla,https://www.instagram.com/p/CcTL7xaLawB/,373,photo,Take me back 🌊,2022-04-13,17:34:21,1.83743842364532,5.444088669950739
habiba.gadalla,https://www.instagram.com/p/CcTCkfqhAXo/,1015,clip,01:04 day one,2022-04-13,16:12:43,5.0,5.444088669950739
habiba.gadalla,https://www.instagram.com/p/Cb_GTvssKgV/,1945,photo,red waves,2022-04-05,22:20:23,9.58128078817734,5.444088669950739
habiba.gadalla,https://www.instagram.com/p/CbxRRgGMSc9/,1407,photo,I call this look; your exhausted workaholic sleep deprived modern woman trying to solve her sleep issues,2022-03-31,13:26:50,6.93103448275862,5.444088669950739
habiba.gadalla,https://www.instagram.com/p/Cbkjf_PMKKn/,648,photo,#tb to our Aswan trip because all I do now is work,2022-03-26,14:55:58,3.1921182266009853,5.444088669950739
habiba.gadalla,https://www.instagram.com/p/Cbab9omsiA4/,1618,carousel,Should I bring her back? (Black hair),2022-03-22,16:37:43,7.970443349753695,5.444088669950739
habiba.gadalla,https://www.instagram.com/p/CbC0NnRsB2k/,929,photo,Life right now,2022-03-13,12:27:50,4.5763546798029555,5.444088669950739
habiba.gadalla,https://www.instagram.com/p/Ca70JbhLfpi/,1015,photo,a lot like home,2022-03-10,19:12:35,5.0,5.444088669950739
habiba.gadalla,https://www.instagram.com/p/Ca4TSt6rsTr/,1934,carousel,Previously on.. (Feb edition),2022-03-09,10:27:46,9.527093596059114,5.444088669950739
habiba.gadalla,https://www.instagram.com/p/Ca0FBTJLEZc/,1096,photo,"it recently came to my attention that it’s not really nice to disappear on people and I’d much rather talk to an imaginary audience instead of actual people who care about my well-being (looking at my friends) so here we go. Hi, I’m alive,and okay-ish?- (the general definition of okay) just isolating for lack of serotonin and basic brain functions, as usual, will come back stronger than ever, wait for the glow up.

ps: if you deal with me on daily basis please just ignore this because it’s embarrassing",2022-03-07,19:06:06,5.399014778325123,5.444088669950739
habiba.gadalla,https://www.instagram.com/p/CaKK2w4LitV/,1483,photo,"""Try not to resist the changes that come your way. Instead let life live through you. And do not worry that your life is turning upside down.""
(Elif Shafak, The Forty Rules of Love)",2022-02-19,12:28:59,7.305418719211823,5.444088669950739
habiba.gadalla,https://www.instagram.com/p/CZ6r7YZr8xt/,1553,photo,What a view! Also the sky and the Nile look nice behind me 🌞,2022-02-13,12:10:07,7.650246305418719,5.444088669950739
withhags,https://www.instagram.com/p/Cbum7rwM_vq/,1772,carousel,"Sending you 🧡🦋☀️
.
Ramadan is approaching! Ramadan kareem <3 :))
.
✏️You can still ask any skincare/ skin Qs you have.
I haven’t been able to check my dms lately cuz your girl has exams :/… will get back to them as soon as possible. Love you <3 I hope your heart is happy 🧡.
.
🥺",2022-03-30,12:38:22,4.009049773755656,3.8350678733031685
withhags,https://www.instagram.com/p/CbsbMTiKYJS/,1183,clip,"Ultraviolet rays are very harmful to the skin, and they can cause so much visible damage to the skin, eg: tanning, wrinkles, dark spots, inflammation, decreased clarity, etc.
.
However, damage can still occur without showing any visible signs that can be seen on the skin. It can occur on a cellular level. It’s also cumulative because our skin can’t always repair the damage before being exposed to the sun again.
.

☀️UVB rays—> are responsible for skin burns, which increase the risk of skin cancer. They can only penetrate the epidermis (top layer of the skin) very few rays can make it to the dermis (2nd layer), and cause DNA damage. DNA damage triggers melanocytes (pigment cells), to produce melanin to protect the skin. This shows that tanning is a sign of skin damage.Usually strongest in the summer, and they tend to vary depending on the time of the day, location and time of the year
.
.
☀️UVA—> can penetrate the ozone layer by 95%, can also penetrate clouds and windows. They can penetrate deep to the dermis (2nd layer of the skin). They don’t really vary during the year, they’re present all year round. They play a role in skin cancer and a greater role in skin premature aging (photoaging).
.
⭐️The sunlight is predominantly UVA.
.
🤓Nerdy facts:
☄️UVA is efficient at generating reactive oxygen species that can damage DNA via indirect photosensitizing reactions.
☄️UVB is directly absorbed by DNA which causes molecular rearrangements forming the specific photoproducts such as cyclobutane dimers and 6 – 4 photoproducts. Mutations and cancer can result from many of these modifications to DNA.
.
I hope you found this helpful 🥰",2022-03-29,16:19:26,2.676470588235294,3.8350678733031685
withhags,https://www.instagram.com/p/Cbn_IdasmU6/,1453,carousel,"Celebrating Retinol, hyalu B5, and of course it’s always a celebration of sunscreen 🤩!
.
Can’t put into words how proud I am to be part of this. Even prouder of everyone who took part of this event and all the hard workers behind making this event happen!⭐️
.
You all rock @youssraelgamal , @fatmabahgat , @clarityaesthetics .🥰
.
Special thanks for @zahra_bensouda @tawfik_ah @miralbasem @nahlaagour @taste_by_naira 🥰",2022-03-27,22:55:09,3.2873303167420813,3.8350678733031685
withhags,https://www.instagram.com/p/Cbay-lMt1o9/,1651,clip,"I was feeling extremely tired that day, but I thought of filming a video of my nighttime routine instead of just… going to sleep with my “not so clean face” lol.
.
We all have our days where we’re just extremely tired to do anything, that’s very normal.
.
Leave any Questions you have in the comments! Would love to answer them all🤍
.
Products used:
@theinkeylist pay cleansing balm (gifted by @dr.lilii.store )
@ceraveegypt foaming cleanser
@deciem modulating glucosides
@bioderma_egypt atoderm
@uriage_egypt xemose lip balm",2022-03-22,20:02:25,3.735294117647059,3.8350678733031685
withhags,https://www.instagram.com/p/CbVc9c9Ok01/,1437,clip,"Comment down below what DIY you used to make 🤯
.
Tag a friend 🥰",2022-03-20,18:30:24,3.251131221719457,3.8350678733031685
withhags,https://www.instagram.com/p/CbIlbWtg4kM/,2357,clip,"Let me know how do you deal with any disruption to your skin barrier🥰!
.
What’s your favorite product to soothe skin irritation?",2022-03-15,18:17:43,5.332579185520362,3.8350678733031685
withhags,https://www.instagram.com/p/CbDi2hlu5TQ/,1990,clip,"I always see people wrongly using acretin, which only leads to skin irritation.
.
⭐️ Don’t attempt to mix or use prescription creams without consulting with your doctor.
⭐️ Always wear sunscreen.
⭐️ understand that acretin here in egypt is OTC, (over the counter), which means, it doesn’t need a doctor’s prescription. However, in several countries abroad, it’s considered a prescription medication. Different countries regulate things differently and that’s normal. However, acretin (tertinoin) is a potent retinoid, do not advise people to use it without professional medical supervision.
.
I hope you found this helpful. Leave your comments below🤍",2022-03-13,19:28:55,4.502262443438914,3.8350678733031685
withhags,https://www.instagram.com/p/Ca4rcazMdZK/,1944,carousel,"Hello!
As some of you may know, I’m a Medical student, and I try to run this online blog where I talk about skincare/skin from a scientific stand-point. But as I always say, the person behind this account is so much more than skincare. And I have my ups and downs. If you’ve been following me for a while, you probably noticed my pattern of inconsistency with posting last year. This was because that I totally neglected my mental health, and thought that pushing my limits would lead to a positive outcome, and as expected, it only lead to me not being able to function, and losing track of what if feels like to be normal. It took me a long while to want to heal, and now, I’m still healing and trying to be gentle with myself.
.
Here's a reminder that it's ok to feel like you're nowhere near where you want to be.
Everything in life is a process, and rushing it is simply impossible, and this is what I’m trying to do. Heal :)
Go easy on yourself. I love you🤍
.
Dear Limitless Women,

Celebrating the Women Month, I remind you to take a moment to celebrate every little step you take. To thank yourself for handling the daily life stresses, for not giving up and for getting things done in its perfect way.

Limitless womanmax is reminding you that your overall health & wellbeing is your priority.
Limitless womanmax…A Limitless formula for a Limitless woman
Limitless woman max supports your wellbeing, Energy, Immunity & beauty.
With 26 Most needed vitamins & Minerals.

Appreciate and thank yourself you are LIMITLESS just the way you are!

I’m Hagar Elgezeri & I AM Limitless
#IAMLIMITLESS
#LIMITLESSWOMANMAX
@Limitlessnaturals
@eva.pharma",2022-03-09,13:58:48,4.398190045248869,3.8350678733031685
withhags,https://www.instagram.com/p/CarzxwHNDVz/,1578,clip,"Anything that you put on your skin has the potential to flare acne/ or cause irritation. In the absence of a confirmed allergy to an ingredient,trying to figure out
""safe vs unsafe for acne prone skin"" is futile .Formulation overall influences this, as
well as individual differences.
.

The allegation that mineral oil is ""pore clogging
is not based on much actual science and ignores
product formulation overall.
.
I hope you found this helpful🥰",2022-03-04,14:38:47,3.570135746606335,3.8350678733031685
withhags,https://www.instagram.com/p/CakgLwvlOkw/,1578,clip,"I think it’s a nice product overall as my experience was positive. It’s like a cocktail of actives. It’s just that if you actually want a vitamin C product, I’d recommend other products. And if you have prominent pigmentation, there are other products I’d actually recommend.
.
⭐️ I noticed improved skin texture
⭐️ more glow to my skin
⭐️ I can’t comment on fine lines and wrinkles obviously as I don’t have any
⭐️ it lightened my pigmentation in a month. I stopped using all of my actives and only used this product to test it out.
⭐️the fragrance didn’t bother me
.
💔 the combination of too many acids actually made my skin barrier scream lol. I can only use this for 3 times per week. (It’s mentioned to use it daily, I just couldn’t)
.
💳would I repurchase? Probably not.. not sure… I don’t think my skin needs this product at the moment as my concerns aren’t related to pigmentation. And I can achieve the glow this product gave me by using other products.
.
How the ingredients work?
🧵Ingredients that inhibit tyrosinase activity (the enzyme that synthesize melanin):
⭐️Azelaic acid
⭐️ licorice root extract
⭐️ ascorbyl glucoside
🧵ingredients that prevent melanin transfer
⭐️ Niacinamide
🧵antioxidants (prevent)
⭐️ niacinamide
⭐️ascorbyl glucoside
.
Let me know if you have any questions below🤍 and let me know what do you think of the video 🥰! Thank you for watching 😚",2022-03-01,17:59:01,3.570135746606335,3.8350678733031685
withhags,https://www.instagram.com/p/Cacq6xwNEG1/,1620,clip,"I mentioned coupled of times that I was on roaccutane , and got so many questions if I have any tips, so I thought of letting you guys know some of the basic tips you need to know before starting.
.
It’s important to understand that roaccutane/ netlook/ isotretinon can only be taken under a dermatologist’s supervision
.
Let me know if you have any questions regarding roaccutane or acne treatments in general in the comments🥰",2022-02-26,17:02:00,3.6651583710407243,3.8350678733031685
withhags,https://www.instagram.com/p/CaPewIXjrQ4/,1134,clip,"Let me know if you found this helpful!
.
What product do you use to help with your acne OR dryness? 🤍
.
Leave any Qs you have in the comments below! Will be answering them🤍",2022-02-21,14:09:10,2.565610859728507,3.8350678733031685
withhags,https://www.instagram.com/p/CaHb0oJLM_i/,2706,clip,"Here’s what I do the next morning if I skip my nighttime skincare routine or just improperly wash my face.
.
I know I always advise you guys not to sleep in makeup/sunscreen or simply dirty face. But sometimes feeling down, being tired, busy, anxious, depressed, sick or just lazy can make you skip your routine and that’s normal <3 :)).
.
This is what I do the next morning if I have the energy. 🥰
.
🧵products used:
💡 @theinkeylist oat cleansing balm (gifted by @dr.lilii.store ) first time using it
💡 @ceraveegypt foaming cleanser
💡 @deciem salicylic acid mask
💡 @larocheposay thermal water
💡 @larocheposay hyalu B5 serum
💡 @deciem modulating glucosides
💡 @bioderma_egypt atoderm cream.
💡 @uriage_egypt xemose lip balm
.
Hope this helped 🤍🥰",2022-02-18,11:02:11,6.122171945701357,3.8350678733031685
withhags,https://www.instagram.com/p/CaFYbkYMBVz/,1408,carousel,"From @maskonegypt KF94 mask launch!
.
Congrats @narimaan.farouk! You’re an inspo in every way!😇
.
@dashmanagement_ <3",2022-02-17,15:51:24,3.1855203619909505,3.8350678733031685
withhags,https://www.instagram.com/p/CaC1KLtu1IH/,1578,clip,"Here’s my KP routine!
Starting from the shower gel I use to the hair removal method I prefer. 😇
.
Let me know if you have any Qs in the comments 🤍",2022-02-16,16:16:13,3.570135746606335,3.8350678733031685
withhags,https://www.instagram.com/p/CZ_zjavsBUh/,2802,carousel,lotus flower 𓆸,2022-02-15,11:52:57,6.339366515837104,3.8350678733031685
withhags,https://www.instagram.com/p/CZzd56gPG30/,1578,clip,"I hope this was helpful! Let me know if you have any questions in the comments below 🤍 !
.
🧵Product recommendation:
🪒Body wash:
- Neutrogena spot controlling facial wash
- la roche posay effaclar micropeeling
- cerave SA cleanser
🪒Scrub:
- Earth owls body scrub
🪒shaving gel:
- Gillette Satin Care shaving gel
- Gillette satin care play vanilla cashmere
🪒exfoliants:
- the ordinary glycolic acid toning solution
- Paula’s choice salicylic acid 2%
- isis pharma Glyco-A
- adapalene (or any retinoid)
🪒moisturizer:
- la roche posay lipikar baume
- cerave moisturizing cream
🪒soothing creams:
- La roche posay cicaplast
- bioderma cicabio
🪒moisturizers with urea:
- urepar moisturizer
- isis pharma urelia emollient cream
🪒moisturizer with AHA:
- isis pharma secalia balm
.
Let me know what product helped with your keratosis pilaris/ or procedure? 🤍",2022-02-10,17:06:34,3.570135746606335,3.8350678733031685
withhags,https://www.instagram.com/p/CZcbO_4pIeE/,1544,clip,"Leaving your pimple alone isn’t a bad option at all… however what you can do is one of these things:
🤍apply a soothing cream to help lessen the inflammation
🤍 put a pimple patch on it to prevent unnecessary contact with the pimple and minimize scarring
🤍 apply products with one of these ingredients:
✏️Salicylic acid
✏️ Azelaic acid
✏️ RETINOIDS
✏️ AHAs (lactic acid for example)
✏️ benzoyl peroxide
✏️ Sulfur
.
Stay tuned for an in-depth video on the ingredients that can help with acne🤍
.
إنكم تسيبوا الجباية لوحدها ده مش شيء غلط، بس لو عايزين تعملوا حاجة ممكن:
🤍 تحطوا كريم يقلل من الإلتهاب
🤍تحطوا pimple patch عشان تمنعوا إن تفضلوا تلمسوا الحباية
🤍ممكن تستعملوا منتج فيه مكونات زي:
✏️ salicylic acid
✏️ Azelaic acid
✏️RETINOIDS
✏️ AHAs (lactic acid)
✏️ benzoyl peroxide
✏️sulfur

.
Stay tuned for a video explaining more about ingredients to use when having acne 🤍",2022-02-01,18:10:36,3.493212669683258,3.8350678733031685
withhags,https://www.instagram.com/p/CY31SzgJW01/,1211,clip,"A very very lazy day of my life (that I love to view as productive lol)
.
If you made it till the end, I love u :’)
.
Wearing @dieuxskin by @charlotteparler 😚",2022-01-18,13:04:54,2.739819004524887,3.8350678733031685
